cmte_id,cand_id,cand_nm,contbr_city,contbr_st,contbr_zip,contb_receipt_amt,contb_receipt_dt,latlong
C00577312,P60007242,"Fiorina, Carly",BEDFORD,NH,031106132,25,11-AUG-15,"(42.9457529, -71.5486562)"
C00577312,P60007242,"Fiorina, Carly",RYE BEACH,NH,038710267,250,09-AUG-15,"(42.9793668, -70.76962689999999)"
C00577312,P60007242,"Fiorina, Carly",MILFORD,NH,030553461,100,12-AUG-15,"(42.8185188, -71.69106599999999)"
C00577312,P60007242,"Fiorina, Carly",STODDARD,NH,034644388,25,06-AUG-15,"(43.1065461, -72.07051849999999)"
C00577312,P60007242,"Fiorina, Carly",MILFORD,NH,030553461,50,01-JUL-15,"(42.8185188, -71.69106599999999)"
C00577312,P60007242,"Fiorina, Carly",STODDARD,NH,034644388,100,29-SEP-15,"(43.1065461, -72.07051849999999)"
C00577312,P60007242,"Fiorina, Carly",MANCHESTER,NH,031012642,300,11-AUG-15,"(42.9901899, -71.4625883)"
C00577312,P60007242,"Fiorina, Carly",ALTON,NH,038090900,2700,17-AUG-15,"(43.414235, -71.2161428)"
C00577312,P60007242,"Fiorina, Carly",PORTSMOUTH,NH,038015421,100,30-SEP-15,"(43.0874906, -70.83577919999999)"
C00577312,P60007242,"Fiorina, Carly",CHESTERFIELD,NH,034433819,125,03-SEP-15,"(42.8765996, -72.4613191)"
C00577312,P60007242,"Fiorina, Carly",BEDFORD,NH,031104435,500,03-SEP-15,"(42.9457529, -71.5486562)"
C00577130,P60007168,"Sanders, Bernard",CENTER HARBOR,NH,03226,35,27-MAY-15,"(43.71269849999999, -71.49147470000001)"
C00577130,P60007168,"Sanders, Bernard",DOVER,NH,038203797,55,27-MAY-15,"(43.1819713, -70.89523369999999)"
C00575795,P00003392,"Clinton, Hillary Rodham",MANCHESTER,NH,031042327,2700,15-JUN-15,"(43.00885590000001, -71.4477469)"
C00577130,P60007168,"Sanders, Bernard",MANCHESTER,NH,031043339,100,02-MAY-15,"(43.00885590000001, -71.4477469)"
C00577130,P60007168,"Sanders, Bernard",DURHAM,NH,038244205,10,02-MAY-15,"(43.13396789999999, -70.9264635)"
C00573519,P60005915,"Carson, Benjamin S.",EXETER,NH,038332701,25,20-MAY-15,"(42.9996568, -70.9784562)"
C00573519,P60005915,"Carson, Benjamin S.",EXETER,NH,038332701,25,25-JUN-15,"(42.9996568, -70.9784562)"
C00573519,P60005915,"Carson, Benjamin S.",EXETER,NH,038332701,100,09-APR-15,"(42.9996568, -70.9784562)"
C00573519,P60005915,"Carson, Benjamin S.",EXETER,NH,038332701,100,04-MAY-15,"(42.9996568, -70.9784562)"
C00573519,P60005915,"Carson, Benjamin S.",EXETER,NH,038332701,25,07-MAY-15,"(42.9996568, -70.9784562)"
C00577130,P60007168,"Sanders, Bernard",PIKE,NH,037805739,1000,02-MAY-15,"(44.0394763, -71.9926904)"
C00573519,P60005915,"Carson, Benjamin S.",DURHAM,NH,038241800,50,31-MAY-15,"(43.13396789999999, -70.9264635)"
C00573519,P60005915,"Carson, Benjamin S.",DURHAM,NH,038241800,35,18-JUN-15,"(43.13396789999999, -70.9264635)"
C00573519,P60005915,"Carson, Benjamin S.",DURHAM,NH,038241800,25,27-APR-15,"(43.13396789999999, -70.9264635)"
C00573519,P60005915,"Carson, Benjamin S.",DURHAM,NH,038241800,100,05-MAY-15,"(43.13396789999999, -70.9264635)"
C00573519,P60005915,"Carson, Benjamin S.",DURHAM,NH,038241800,50,07-MAY-15,"(43.13396789999999, -70.9264635)"
C00577130,P60007168,"Sanders, Bernard",PETERBOROUGH,NH,03458,250,31-MAY-15,"(42.8573814, -71.9282781)"
C00575795,P00003392,"Clinton, Hillary Rodham",PORTSMOUTH,NH,038015242,100,14-APR-15,"(43.0874906, -70.83577919999999)"
C00577130,P60007168,"Sanders, Bernard",NEWPORT,NH,037732725,500,02-MAY-15,"(43.391957, -72.2126905)"
C00573519,P60005915,"Carson, Benjamin S.",RYE,NH,038706123,25,13-MAY-15,"(42.9928394, -70.7763169)"
C00573519,P60005915,"Carson, Benjamin S.",RYE,NH,038706123,25,30-MAY-15,"(42.9928394, -70.7763169)"
C00573519,P60005915,"Carson, Benjamin S.",RYE,NH,038706123,10,05-JUN-15,"(42.9928394, -70.7763169)"
C00573519,P60005915,"Carson, Benjamin S.",RYE,NH,038706123,25,27-JUN-15,"(42.9928394, -70.7763169)"
C00573519,P60005915,"Carson, Benjamin S.",RYE,NH,038706123,25,30-JUN-15,"(42.9928394, -70.7763169)"
C00573519,P60005915,"Carson, Benjamin S.",RYE,NH,038706123,25,04-MAY-15,"(42.9928394, -70.7763169)"
C00573519,P60005915,"Carson, Benjamin S.",RYE,NH,038706123,25,05-MAY-15,"(42.9928394, -70.7763169)"
C00573519,P60005915,"Carson, Benjamin S.",RYE,NH,038706123,25,07-MAY-15,"(42.9928394, -70.7763169)"
C00573519,P60005915,"Carson, Benjamin S.",NH,NH,031086563,250,06-MAY-15,"(42.95, -71.44)"
C00575795,P00003392,"Clinton, Hillary Rodham",EPPING,NH,030422541,10,20-JUN-15,"(43.0461391, -71.0854325)"
C00577130,P60007168,"Sanders, Bernard",DURHAM,NH,038244422,250,01-JUN-15,"(43.13396789999999, -70.9264635)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037551236,150,08-JUN-15,"(43.7260338, -72.14291720000001)"
C00575795,P00003392,"Clinton, Hillary Rodham",GRANTHAM,NH,037531373,50,12-APR-15,"(43.5187336, -72.12976530000002)"
C00577130,P60007168,"Sanders, Bernard",DURHAM,NH,038244205,100,16-JUN-15,"(43.13396789999999, -70.9264635)"
C00575795,P00003392,"Clinton, Hillary Rodham",PORTSMOUTH,NH,038015220,250,11-JUN-15,"(43.0874906, -70.83577919999999)"
C00575795,P00003392,"Clinton, Hillary Rodham",HOLDERNESS,NH,03245,2450,26-APR-15,"(43.7494662, -71.59967329999999)"
C00577130,P60007168,"Sanders, Bernard",NASHUA,NH,030633307,15,29-JUN-15,"(42.7795584, -71.51304449999999)"
C00577130,P60007168,"Sanders, Bernard",HILLSBOROUGH,NH,032444006,10,29-JUN-15,"(43.1586356, -71.9282781)"
C00577130,P60007168,"Sanders, Bernard",HILLSBOROUGH,NH,032444006,250,29-JUN-15,"(43.1586356, -71.9282781)"
C00577130,P60007168,"Sanders, Bernard",GRANTHAM,NH,037530743,250,02-JUN-15,"(43.5187336, -72.12976530000002)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037551301,100,13-JUN-15,"(43.7260338, -72.14291720000001)"
C00577130,P60007168,"Sanders, Bernard",KEENE,NH,034310133,1000,02-JUN-15,"(42.9561414, -72.3074326)"
C00577130,P60007168,"Sanders, Bernard",CENTER HARBOR,NH,03226,50,14-JUN-15,"(43.71269849999999, -71.49147470000001)"
C00575795,P00003392,"Clinton, Hillary Rodham",NEW CASTLE,NH,038540760,126,30-JUN-15,"(43.0610823, -70.7108995)"
C00577130,P60007168,"Sanders, Bernard",HILLSBOROUGH,NH,032444006,10,07-MAY-15,"(43.1586356, -71.9282781)"
C00577130,P60007168,"Sanders, Bernard",ETNA,NH,037504315,250,11-MAY-15,"(43.7167379, -72.2013694)"
C00577130,P60007168,"Sanders, Bernard",HILLSBOROUGH,NH,032444006,5,05-JUN-15,"(43.1586356, -71.9282781)"
C00577130,P60007168,"Sanders, Bernard",HILLSBOROUGH,NH,032444006,10,05-JUN-15,"(43.1586356, -71.9282781)"
C00575795,P00003392,"Clinton, Hillary Rodham",CONCORD,NH,033015410,500,29-MAY-15,"(43.2086343, -71.5486562)"
C00575795,P00003392,"Clinton, Hillary Rodham",CONCORD,NH,033015942,2700,26-JUN-15,"(43.2086343, -71.5486562)"
C00575795,P00003392,"Clinton, Hillary Rodham",EXETER,NH,038334424,250,27-APR-15,"(42.9996568, -70.9784562)"
C00577130,P60007168,"Sanders, Bernard",PORTSMOUTH,NH,038015547,50,30-APR-15,"(43.0874906, -70.83577919999999)"
C00577130,P60007168,"Sanders, Bernard",BROOKFIELD,NH,038727311,100,30-JUN-15,"(43.57512740000001, -71.06562579999999)"
C00575795,P00003392,"Clinton, Hillary Rodham",WINDHAM,NH,030871268,25,22-JUN-15,"(42.792901, -71.3111773)"
C00577130,P60007168,"Sanders, Bernard",CENTER HARBOR,NH,03226,35,30-JUN-15,"(43.71269849999999, -71.49147470000001)"
C00575795,P00003392,"Clinton, Hillary Rodham",HOLDERNESS,NH,03245,250,12-APR-15,"(43.7494662, -71.59967329999999)"
C00575795,P00003392,"Clinton, Hillary Rodham",CONCORD,NH,033013006,2700,29-JUN-15,"(43.2086343, -71.5486562)"
C00577130,P60007168,"Sanders, Bernard",NELSON,NH,034575324,500,02-MAY-15,"(43.0012495, -72.1179169)"
C00577130,P60007168,"Sanders, Bernard",NELSON,NH,034575324,100,01-MAY-15,"(43.0012495, -72.1179169)"
C00577130,P60007168,"Sanders, Bernard",LEBANON,NH,037662710,250,15-JUN-15,"(43.6217757, -72.24923509999999)"
C00577130,P60007168,"Sanders, Bernard",MERRIMACK,NH,030543230,100,30-APR-15,"(42.855038, -71.51304449999999)"
C00577130,P60007168,"Sanders, Bernard",BEDFORD,NH,031105343,100,30-APR-15,"(42.9457529, -71.5486562)"
C00575795,P00003392,"Clinton, Hillary Rodham",MEREDITH,NH,032534703,2100,22-JUN-15,"(43.6478158, -71.49514169999999)"
C00575795,P00003392,"Clinton, Hillary Rodham",CONCORD,NH,033013002,1000,30-JUN-15,"(43.2086343, -71.5486562)"
C00577130,P60007168,"Sanders, Bernard",MELVIN VILLAGE,NH,03850,10,14-JUN-15,"(43.6860602, -71.29824390000002)"
C00577130,P60007168,"Sanders, Bernard",MEREDITH,NH,032531458,250,12-JUN-15,"(43.6478158, -71.49514169999999)"
C00577130,P60007168,"Sanders, Bernard",ROCHESTER,NH,038395501,500,29-JUN-15,"(43.2730872, -70.99034379999999)"
C00577130,P60007168,"Sanders, Bernard",CHOCORUA,NH,03817,20.16,30-JUN-15,"(43.87066170000001, -71.2313727)"
C00577130,P60007168,"Sanders, Bernard",CHOCORUA,NH,03817,100,30-JUN-15,"(43.87066170000001, -71.2313727)"
C00575795,P00003392,"Clinton, Hillary Rodham",SWANZEY,NH,034463247,116,29-JUN-15,"(42.8427802, -72.3074326)"
C00577130,P60007168,"Sanders, Bernard",RINDGE,NH,034615926,20.16,30-JUN-15,"(42.759337, -72.0231125)"
C00577130,P60007168,"Sanders, Bernard",RINDGE,NH,034615926,100,30-JUN-15,"(42.759337, -72.0231125)"
C00577130,P60007168,"Sanders, Bernard",FRANCESTOWN,NH,030430293,100,30-APR-15,"(42.9927468, -71.8334145)"
C00577130,P60007168,"Sanders, Bernard",EXETER,NH,038334611,100,30-APR-15,"(42.9996568, -70.9784562)"
C00575795,P00003392,"Clinton, Hillary Rodham",DOVER,NH,038204444,100,29-JUN-15,"(43.1819713, -70.89523369999999)"
C00577130,P60007168,"Sanders, Bernard",CAMPTON,NH,032234645,295,22-JUN-15,"(43.8303829, -71.69192249999999)"
C00575795,P00003392,"Clinton, Hillary Rodham",RYE,NH,038702607,8,25-APR-15,"(42.9928394, -70.7763169)"
C00575795,P00003392,"Clinton, Hillary Rodham",EXETER,NH,038332810,6.09,22-JUN-15,"(42.9996568, -70.9784562)"
C00577130,P60007168,"Sanders, Bernard",WILTON,NH,030860877,100,30-JUN-15,"(42.8341319, -71.785972)"
C00575795,P00003392,"Clinton, Hillary Rodham",RYE,NH,038702607,50,12-APR-15,"(42.9928394, -70.7763169)"
C00575795,P00003392,"Clinton, Hillary Rodham",DOVER,NH,038204002,25,24-JUN-15,"(43.1819713, -70.89523369999999)"
C00577130,P60007168,"Sanders, Bernard",BARRINGTON,NH,038256017,250,20-JUN-15,"(43.1951428, -71.0260046)"
C00577130,P60007168,"Sanders, Bernard",HILLSBOROUGH,NH,032444006,10,26-MAY-15,"(43.1586356, -71.9282781)"
C00575795,P00003392,"Clinton, Hillary Rodham",CANTERBURY,NH,032242000,1000,22-APR-15,"(43.35824420000001, -71.5486562)"
C00577130,P60007168,"Sanders, Bernard",RINDGE,NH,034615926,50,06-JUN-15,"(42.759337, -72.0231125)"
C00577130,P60007168,"Sanders, Bernard",PETERBOROUGH,NH,034582050,90,06-JUN-15,"(42.8573814, -71.9282781)"
C00577130,P60007168,"Sanders, Bernard",PORTSMOUTH,NH,038015547,50,05-JUN-15,"(43.0874906, -70.83577919999999)"
C00577130,P60007168,"Sanders, Bernard",MELVIN VILLAGE,NH,03850,5,26-MAY-15,"(43.6860602, -71.29824390000002)"
C00577130,P60007168,"Sanders, Bernard",MELVIN VILLAGE,NH,03850,10,26-MAY-15,"(43.6860602, -71.29824390000002)"
C00575795,P00003392,"Clinton, Hillary Rodham",GOFFSTOWN,NH,030451955,50,20-APR-15,"(43.0209998, -71.5486562)"
C00577130,P60007168,"Sanders, Bernard",EXETER,NH,038332438,250,06-MAY-15,"(42.9996568, -70.9784562)"
C00575795,P00003392,"Clinton, Hillary Rodham",NORTH HAMPTON,NH,038622302,109.5,29-MAY-15,"(42.98234410000001, -70.8238874)"
C00577130,P60007168,"Sanders, Bernard",WOLFEBORO,NH,038944832,250,30-APR-15,"(43.5914415, -71.1611147)"
C00577130,P60007168,"Sanders, Bernard",DERRY,NH,030384131,50,04-MAY-15,"(42.8976471, -71.2715443)"
C00575795,P00003392,"Clinton, Hillary Rodham",AMHERST,NH,030313342,2700,17-MAY-15,"(42.8708242, -71.6080009)"
C00577130,P60007168,"Sanders, Bernard",CONCORD,NH,033015843,250,30-APR-15,"(43.2086343, -71.5486562)"
C00577130,P60007168,"Sanders, Bernard",DUBLIN,NH,034448243,100,21-JUN-15,"(42.8917795, -72.0823688)"
C00577130,P60007168,"Sanders, Bernard",DUBLIN,NH,034448243,100,21-JUN-15,"(42.8917795, -72.0823688)"
C00577130,P60007168,"Sanders, Bernard",DUBLIN,NH,034448243,52,21-JUN-15,"(42.8917795, -72.0823688)"
C00575795,P00003392,"Clinton, Hillary Rodham",EXETER,NH,038332810,41.69,23-JUN-15,"(42.9996568, -70.9784562)"
C00575795,P00003392,"Clinton, Hillary Rodham",NEW CASTLE,NH,038540760,25,09-JUN-15,"(43.0610823, -70.7108995)"
C00577130,P60007168,"Sanders, Bernard",NEWPORT,NH,037732725,500,26-JUN-15,"(43.391957, -72.2126905)"
C00575795,P00003392,"Clinton, Hillary Rodham",EPPING,NH,030422541,50,17-APR-15,"(43.0461391, -71.0854325)"
C00577130,P60007168,"Sanders, Bernard",BROOKLINE,NH,030330535,250,22-JUN-15,"(42.750433, -71.6792008)"
C00575795,P00003392,"Clinton, Hillary Rodham",GOFFSTOWN,NH,030451955,20,22-MAY-15,"(43.0209998, -71.5486562)"
C00575795,P00003392,"Clinton, Hillary Rodham",NORTH HAMPTON,NH,038622117,25,28-MAY-15,"(42.98234410000001, -70.8238874)"
C00577130,P60007168,"Sanders, Bernard",DURHAM,NH,038244205,50,30-JUN-15,"(43.13396789999999, -70.9264635)"
C00577130,P60007168,"Sanders, Bernard",DURHAM,NH,038244205,50,30-JUN-15,"(43.13396789999999, -70.9264635)"
C00577130,P60007168,"Sanders, Bernard",HANCOCK,NH,034495500,5,16-JUN-15,"(42.9782657, -71.97569899999999)"
C00577130,P60007168,"Sanders, Bernard",HANCOCK,NH,034495500,100,16-JUN-15,"(42.9782657, -71.97569899999999)"
C00575795,P00003392,"Clinton, Hillary Rodham",GILMANTON IW,NH,038374837,250,17-APR-15,"(43.4230169, -71.3230549)"
C00577130,P60007168,"Sanders, Bernard",MELVIN VILLAGE,NH,03850,50,30-JUN-15,"(43.6860602, -71.29824390000002)"
C00577130,P60007168,"Sanders, Bernard",SPOFFORD,NH,034620181,250,19-JUN-15,"(42.895617, -72.4021423)"
C00577130,P60007168,"Sanders, Bernard",EXETER,NH,038337505,250,21-JUN-15,"(42.9996568, -70.9784562)"
C00577130,P60007168,"Sanders, Bernard",MERRIMACK,NH,030543230,100,22-JUN-15,"(42.855038, -71.51304449999999)"
C00577130,P60007168,"Sanders, Bernard",WEST CHESTERFIELD,NH,034663673,35,23-JUN-15,"(42.9029567, -72.5086511)"
C00575795,P00003392,"Clinton, Hillary Rodham",MANCHESTER,NH,031042043,206,27-APR-15,"(43.00885590000001, -71.4477469)"
C00577130,P60007168,"Sanders, Bernard",KEENE,NH,034310133,15,23-JUN-15,"(42.9561414, -72.3074326)"
C00577130,P60007168,"Sanders, Bernard",HENNIKER,NH,032423311,15,23-JUN-15,"(43.1806781, -71.8334145)"
C00577130,P60007168,"Sanders, Bernard",PETERBOROUGH,NH,034581160,250,30-APR-15,"(42.8573814, -71.9282781)"
C00577130,P60007168,"Sanders, Bernard",BOW,NH,033044112,100,04-MAY-15,"(43.13366329999999, -71.5486562)"
C00577130,P60007168,"Sanders, Bernard",CONTOOCOOK,NH,032293050,250,29-JUN-15,"(43.1947744, -71.69106599999999)"
C00577130,P60007168,"Sanders, Bernard",HENNIKER,NH,032423311,100,29-JUN-15,"(43.1806781, -71.8334145)"
C00575795,P00003392,"Clinton, Hillary Rodham",CONCORD,NH,033013250,2700,02-JUN-15,"(43.2086343, -71.5486562)"
C00577130,P60007168,"Sanders, Bernard",AMHERST,NH,030313005,200,08-MAY-15,"(42.8708242, -71.6080009)"
C00577130,P60007168,"Sanders, Bernard",JEFFERSON,NH,035836430,500,15-JUN-15,"(44.3906357, -71.4253489)"
C00577130,P60007168,"Sanders, Bernard",NEW LONDON,NH,032575410,500,04-MAY-15,"(43.4023954, -71.9875531)"
C00575795,P00003392,"Clinton, Hillary Rodham",LOUDON,NH,03307,250,30-JUN-15,"(43.3050232, -71.4536835)"
C00575795,P00003392,"Clinton, Hillary Rodham",EXETER,NH,038332810,5,12-JUN-15,"(42.9996568, -70.9784562)"
C00577130,P60007168,"Sanders, Bernard",HILLSBOROUGH,NH,032444006,10,25-JUN-15,"(43.1586356, -71.9282781)"
C00577130,P60007168,"Sanders, Bernard",FRANCESTOWN,NH,030430293,100,26-JUN-15,"(42.9927468, -71.8334145)"
C00577130,P60007168,"Sanders, Bernard",SALEM,NH,030794103,100,29-JUN-15,"(42.7768318, -71.2161428)"
C00577130,P60007168,"Sanders, Bernard",SALEM,NH,030794103,50,29-JUN-15,"(42.7768318, -71.2161428)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037556612,300,04-MAY-15,"(43.7260338, -72.14291720000001)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037551236,150,08-MAY-15,"(43.7260338, -72.14291720000001)"
C00577130,P60007168,"Sanders, Bernard",HANCOCK,NH,034490180,1000,10-JUN-15,"(42.9782657, -71.97569899999999)"
C00578658,P60007671,"O'Malley, Martin Joseph",CONCORD,NH,033016310,1000,30-JUN-15,"(43.2086343, -71.5486562)"
C00578658,P60007671,"O'Malley, Martin Joseph",NEW CASTLE,NH,03854,2700,23-JUN-15,"(43.0610823, -70.7108995)"
C00577130,P60007168,"Sanders, Bernard",FRANCESTOWN,NH,030433707,15,31-MAY-15,"(42.9927468, -71.8334145)"
C00575795,P00003392,"Clinton, Hillary Rodham",CONCORD,NH,033016946,2700,16-APR-15,"(43.2086343, -71.5486562)"
C00578658,P60007671,"O'Malley, Martin Joseph",MANCHESTER,NH,03104,500,28-JUN-15,"(43.00885590000001, -71.4477469)"
C00577130,P60007168,"Sanders, Bernard",FRANCESTOWN,NH,030433707,100,30-APR-15,"(42.9927468, -71.8334145)"
C00577130,P60007168,"Sanders, Bernard",PORTSMOUTH,NH,038015547,25,26-JUN-15,"(43.0874906, -70.83577919999999)"
C00578658,P60007671,"O'Malley, Martin Joseph",CENTER HARBOR,NH,032260824,1200,30-JUN-15,"(43.71269849999999, -71.49147470000001)"
C00578658,P60007671,"O'Malley, Martin Joseph",CENTER HARBOR,NH,032260824,1500,27-MAY-15,"(43.71269849999999, -71.49147470000001)"
C00578658,P60007671,"O'Malley, Martin Joseph",CENTER HARBOR,NH,032260824,1500,27-MAY-15,"(43.71269849999999, -71.49147470000001)"
C00577130,P60007168,"Sanders, Bernard",DERRY,NH,030384131,100,07-MAY-15,"(42.8976471, -71.2715443)"
C00577130,P60007168,"Sanders, Bernard",MELVIN VILLAGE,NH,03850,-500,04-MAY-15,"(43.6860602, -71.29824390000002)"
C00577130,P60007168,"Sanders, Bernard",BROOKFIELD,NH,038727311,100,26-MAY-15,"(43.57512740000001, -71.06562579999999)"
C00575795,P00003392,"Clinton, Hillary Rodham",CONCORD,NH,033014865,500,12-JUN-15,"(43.2086343, -71.5486562)"
C00575795,P00003392,"Clinton, Hillary Rodham",HANOVER,NH,037551506,2700,22-JUN-15,"(43.7260338, -72.14291720000001)"
C00575795,P00003392,"Clinton, Hillary Rodham",PORTSMOUTH,NH,038015242,100,24-APR-15,"(43.0874906, -70.83577919999999)"
C00575795,P00003392,"Clinton, Hillary Rodham",EXETER,NH,038332810,56.5,29-JUN-15,"(42.9996568, -70.9784562)"
C00575795,P00003392,"Clinton, Hillary Rodham",KEENE,NH,034313412,2700,05-JUN-15,"(42.9561414, -72.3074326)"
C00575795,P00003392,"Clinton, Hillary Rodham",GRANTHAM,NH,037533454,100,19-APR-15,"(43.5187336, -72.12976530000002)"
C00577130,P60007168,"Sanders, Bernard",NEW CASTLE,NH,038542122,500,29-JUN-15,"(43.0610823, -70.7108995)"
C00577130,P60007168,"Sanders, Bernard",NELSON,NH,034575222,100,02-MAY-15,"(43.0012495, -72.1179169)"
C00575795,P00003392,"Clinton, Hillary Rodham",CORNISH,NH,037454209,250,30-JUN-15,"(43.4818556, -72.3074326)"
C00577130,P60007168,"Sanders, Bernard",BEDFORD,NH,031105343,100,11-JUN-15,"(42.9457529, -71.5486562)"
C00575795,P00003392,"Clinton, Hillary Rodham",GOFFSTOWN,NH,030451955,50,29-JUN-15,"(43.0209998, -71.5486562)"
C00577130,P60007168,"Sanders, Bernard",FRANCONIA,NH,035805412,250,24-JUN-15,"(44.1416895, -71.75257169999999)"
C00575795,P00003392,"Clinton, Hillary Rodham",EPPING,NH,030422541,10,09-JUN-15,"(43.0461391, -71.0854325)"
C00575795,P00003392,"Clinton, Hillary Rodham",HUDSON,NH,03051,206.1,30-MAY-15,"(42.7617804, -71.4310012)"
C00575795,P00003392,"Clinton, Hillary Rodham",WINDHAM,NH,030871268,50,19-MAY-15,"(42.792901, -71.3111773)"
C00577130,P60007168,"Sanders, Bernard",BEDFORD,NH,031105343,100,09-MAY-15,"(42.9457529, -71.5486562)"
C00578658,P60007671,"O'Malley, Martin Joseph",PORTSMOUTH,NH,038015815,500,30-MAY-15,"(43.0874906, -70.83577919999999)"
C00578658,P60007671,"O'Malley, Martin Joseph",PORTSMOUTH,NH,038018200,1000,30-JUN-15,"(43.0874906, -70.83577919999999)"
C00578658,P60007671,"O'Malley, Martin Joseph",CONCORD,NH,033013010,250,30-JUN-15,"(43.2086343, -71.5486562)"
C00578658,P60007671,"O'Malley, Martin Joseph",EXETER,NH,038332603,2700,30-JUN-15,"(42.9996568, -70.9784562)"
C00577130,P60007168,"Sanders, Bernard",MANCHESTER,NH,031043339,50,06-MAY-15,"(43.00885590000001, -71.4477469)"
C00575795,P00003392,"Clinton, Hillary Rodham",CANTERBURY,NH,032242128,50,30-JUN-15,"(43.35824420000001, -71.5486562)"
C00577130,P60007168,"Sanders, Bernard",HANOVER,NH,037551535,500,10-MAY-15,"(43.7260338, -72.14291720000001)"
C00575795,P00003392,"Clinton, Hillary Rodham",SOMERSWORTH,NH,038782516,250,26-JUN-15,"(43.2566897, -70.89523369999999)"
C00575795,P00003392,"Clinton, Hillary Rodham",WINDHAM,NH,030871268,50,24-JUN-15,"(42.792901, -71.3111773)"
C00575795,P00003392,"Clinton, Hillary Rodham",HOLDERNESS,NH,032455120,2000,26-JUN-15,"(43.7494662, -71.59967329999999)"
C00575795,P00003392,"Clinton, Hillary Rodham",SWANZEY,NH,034463247,25,13-JUN-15,"(42.8427802, -72.3074326)"
C00575795,P00003392,"Clinton, Hillary Rodham",NORTH HAMPTON,NH,038622117,37,28-JUN-15,"(42.98234410000001, -70.8238874)"
C00575795,P00003392,"Clinton, Hillary Rodham",CONCORD,NH,033013006,2700,09-JUN-15,"(43.2086343, -71.5486562)"
C00575795,P00003392,"Clinton, Hillary Rodham",WESTMORELAND,NH,034670120,50,12-JUN-15,"(42.9673396, -72.4376499)"
C00575795,P00003392,"Clinton, Hillary Rodham",LOUDON,NH,03307,250,12-JUN-15,"(43.3050232, -71.4536835)"
C00575795,P00003392,"Clinton, Hillary Rodham",GOFFSTOWN,NH,030451955,25,22-MAY-15,"(43.0209998, -71.5486562)"
C00575795,P00003392,"Clinton, Hillary Rodham",CONCORD,NH,033013027,1000,26-JUN-15,"(43.2086343, -71.5486562)"
C00575795,P00003392,"Clinton, Hillary Rodham",WOLFEBORO,NH,038944619,250,20-APR-15,"(43.5914415, -71.1611147)"
C00575795,P00003392,"Clinton, Hillary Rodham",LYME,NH,037683207,2700,17-JUN-15,"(43.82501329999999, -72.1184744)"
C00575795,P00003392,"Clinton, Hillary Rodham",CONCORD,NH,033015843,250,13-JUN-15,"(43.2086343, -71.5486562)"
C00575795,P00003392,"Clinton, Hillary Rodham",EPPING,NH,030422541,25,30-APR-15,"(43.0461391, -71.0854325)"
C00575795,P00003392,"Clinton, Hillary Rodham",LYME,NH,037683207,2700,17-JUN-15,"(43.82501329999999, -72.1184744)"
C00577312,P60007242,"Fiorina, Carly",BEDFORD,NH,031106132,50,27-JUN-15,"(42.9457529, -71.5486562)"
C00577312,P60007242,"Fiorina, Carly",BEDFORD,NH,031104900,500,19-JUN-15,"(42.9457529, -71.5486562)"
C00577312,P60007242,"Fiorina, Carly",EXETER,NH,038333138,500,25-JUN-15,"(42.9996568, -70.9784562)"
C00577312,P60007242,"Fiorina, Carly",SALEM,NH,030791937,2500,29-JUN-15,"(42.7768318, -71.2161428)"
C00577312,P60007242,"Fiorina, Carly",BEDFORD,NH,031104600,500,04-JUN-15,"(42.9457529, -71.5486562)"
C00577312,P60007242,"Fiorina, Carly",BEDFORD,NH,031104900,500,22-JUN-15,"(42.9457529, -71.5486562)"
C00575795,P00003392,"Clinton, Hillary Rodham",GRANTHAM,NH,037531373,250,29-APR-15,"(43.5187336, -72.12976530000002)"
C00575795,P00003392,"Clinton, Hillary Rodham",DOVER,NH,038204002,75,24-JUN-15,"(43.1819713, -70.89523369999999)"
C00577312,P60007242,"Fiorina, Carly",HANCOCK,NH,034495609,2700,04-MAY-15,"(42.9782657, -71.97569899999999)"
C00577312,P60007242,"Fiorina, Carly",CONCORD,NH,033013113,500,15-JUN-15,"(43.2086343, -71.5486562)"
C00577312,P60007242,"Fiorina, Carly",BEDFORD,NH,031105420,250,15-JUN-15,"(42.9457529, -71.5486562)"
C00575795,P00003392,"Clinton, Hillary Rodham",GRANTHAM,NH,037533454,25,28-JUN-15,"(43.5187336, -72.12976530000002)"
C00575795,P00003392,"Clinton, Hillary Rodham",HOLDERNESS,NH,032450164,2700,15-JUN-15,"(43.7494662, -71.59967329999999)"
C00575795,P00003392,"Clinton, Hillary Rodham",GRANTHAM,NH,037533454,50,25-JUN-15,"(43.5187336, -72.12976530000002)"
C00577312,P60007242,"Fiorina, Carly",HOLLIS,NH,030496505,500,09-MAY-15,"(42.7272362, -71.59613279999999)"
C00577312,P60007242,"Fiorina, Carly",CONCORD,NH,033013113,100,22-MAY-15,"(43.2086343, -71.5486562)"
C00575795,P00003392,"Clinton, Hillary Rodham",EXETER,NH,038332810,10,22-JUN-15,"(42.9996568, -70.9784562)"
C00577312,P60007242,"Fiorina, Carly",BEDFORD,NH,031106132,200,01-JUN-15,"(42.9457529, -71.5486562)"
